-9	1
8	0
11	5.734309475
57	0.397705438
13	0
4	0
5	65.34034023
9	0
7	70.11891489
12	12.86288725
17	0
15	83.08795427
14	41.35351887
16	70.85728625
32	98.35932638
26	98.73498172
21	92.71663604
20	58.49701655
34	73.74144285
19	13.57348915
35	0
28	0
23	0
37	0
30	0.745988459
18	2.74404708
33	6.203109758
31	38.54900637
224	0
24	11.89607232
25	89.61402043
22	0
27	0
64	0
126	65.30208113
50	0
36	88.36301519
125	98.70445454
40	95.82055855
207	0
115	1.260100588
45	92.48208743
51	64.45813103
49	72.04094745
128	0
46	0
41	3.679350877
48	38.71609198
43	0.511436341
87	47.68005734
61	96.87946747
233	0
67	96.01207773
68	12.39248963
52	90.11187631
59	12.88979439
53	0
56	96.19527976
58	76.55506214
62	72.38880205
199	0
91	0
54	45.56359071
60	92.45753752
79	0
76	0
81	0
80	98.79460357
77	81.05867851
1	0
78	76.56072534
89	0
71	3.18999119
69	26.7256081
73	19.99144411
74	0
63	37.77151485
70	0
94	99.74838685
93	0.253706864
90	0
96	0
83	0
95	0
86	1.271732632
84	94.68856485
97	52.17913798
106	0
100	34.42878999
98	92.52895047
105	65.96258997
104	94.27317585
99	43.59863012
102	0.415454839
101	96.43499008
107	53.93948198
118	96.44886161
113	97.03766813
119	0.803654018
130	53.62141346
120	0.026558259
2	0
131	93.93789037
132	95.10965382
124	98.89282067
123	80.03810939
108	0
122	1.01148493
109	6.77116763
116	0
114	2.547203318
127	1.803925171
111	0
117	95.76807921
121	0
140	0
138	22.83548771
151	4.109153176
134	0
136	82.05586604
133	0
145	0
148	86.31910704
137	0
143	88.32203469
149	48.94379103
135	62.42648361
75	0
147	90.39915198
141	0
139	0.694160826
150	2.589145051
157	69.04902153
160	0
146	0.094598881
161	0
164	0
163	0
158	83.39622933
152	0
170	6.208951146
156	0.269200064
153	0
155	88.75933507
142	0
159	48.26261621
171	1.413629323
169	1.924874653
181	0
162	81.61955813
167	0
182	0
166	13.77071492
168	96.35687837
177	67.57873636
180	1.697866995
178	52.40637988
183	94.92426459
172	58.72759945
176	91.95129656
187	0
238	0
210	0
197	0
184	89.49217875
218	8.747779165
175	81.65588094
186	0
209	0
219	98.16403958
234	99.37331193
212	14.45072754
194	46.77227755
185	0
190	0
227	69.84939741
196	0
55	64.98089545
112	80.40150691
129	0
110	47.23167239
251	0
188	2.198398483
191	0
203	0
189	98.93651921
42	72.83919733
200	10.4320865
198	98.15281052
205	0.809889933
215	1.666651621
202	0
214	0
216	0
192	99.09769236
211	80.95897835
217	19.54812515
208	83.56219981
204	0
193	0
222	0
206	94.93724479
3	0.240593407
223	78.94619936
230	71.63181306
235	96.73316866
249	40.80746182
236	0
257	84.19391061
228	71.86410952
225	12.24948286
179	0
226	0
229	0
231	3.783921314
